id,time1,time2,time3
74669249,20.341219663619995,20.38893151283264,24.117315530776978
74200607,62.38604497909546,60.44819188117981,60.24732184410095
73567385,521.1218247413635,489.6400122642517,503.66630840301514
73308371,3.943880319595337,4.286411285400391,4.733703374862671
73275569,8.165450811386108,9.653302431106567,7.790896415710449
72965428,575.1105401515961,625.6800541877747,503.26663756370544
72802464,23.330151081085205,25.45681929588318,23.266035556793213
72744278,5.543973445892334,10.368874788284302,5.783968448638916
72676542,7.489694833755493,7.085344076156616,7.439803600311279
71715697,12.863917112350464,13.003958702087402,13.225718021392822
70650848,3.1544885635375977,3.9617702960968018,4.031705856323242
70589997,7.580445766448975,7.700549125671387,7.679074287414551
70148149,10.52402925491333,7.646395921707153,5.914490461349487
69901379,11.752363681793213,10.488790273666382,12.001158952713013
69787272,3.2017877101898193,3.4995901584625244,3.8082776069641113
68938619,14.678073406219482,13.797856330871582,14.397547006607056
68751439,5.9561381340026855,6.264542818069458,6.18938422203064
68458462,3.712775707244873,4.053247690200806,3.48471736907959
68321264,13.478560209274292,12.894625902175903,12.729695320129395
68101077,57.30300164222717,51.58998727798462,53.80404806137085
67529687,16.468885898590088,17.995121240615845,16.942965507507324
66840108,16.048153162002563,15.40344524383545,15.761263608932495
66602662,5.150007247924805,4.85787296295166,5.0927324295043945
66407123,7.997601270675659,9.53663969039917,7.742493391036987
66235657,18.43311882019043,18.05794668197632,18.439820528030396
66087653,229.02220940589905,203.54525303840637,229.8100197315216
65777704,592.401303768158,535.2782628536224,595.0130999088287
65669308,30.15373969078064,30.975767850875854,28.88528800010681
64413907,8.672552108764648,9.127992630004883,8.964874744415283
64395424,27.986201524734497,28.021164894104004,28.021891832351685
64387251,10.450937986373901,10.214351177215576,9.725372791290283
64237179,151.50211095809937,148.15154647827148,146.2542850971222
63212385,29.692031621932983,39.56375336647034,30.317596912384033
62957334,6.27617073059082,5.9204583168029785,5.62795615196228
62440336,196.94930815696716,207.42373037338257,234.10655856132507
62313327,1288.7343747615814,1217.460247516632,1188.0370497703552
62068109,6.481071710586548,6.410534620285034,6.011250019073486
62055783,15.876072883605957,15.959427833557129,15.052721738815308
61997645,14.087115287780762,8.71894884109497,8.851382493972778
61886777,5.000738859176636,5.174595832824707,5.085522651672363
61763616,5.886817216873169,5.563922882080078,5.553061246871948
61498304,8.389355659484863,8.327247142791748,7.73946213722229
61274792,1606.1550033092499,1660.5893454551697,1591.7236769199371
61234347,3.2477433681488037,3.303828477859497,3.229670763015747
60874661,216.14412188529968,236.39821672439575,206.8144462108612
60831731,3.746724843978882,4.0304765701293945,3.7231340408325195
60801900,5.639603137969971,7.7181947231292725,5.2659525871276855
60766775,185.88204836845398,195.88296461105347,182.13935828208923
60574843,11.75616455078125,12.233135461807251,12.358447313308716
60508218,7.51929497718811,7.279962062835693,7.674243927001953
60355380,169.0190246105194,170.43698740005493,168.58811473846436
59758722,3.33538556098938,3.3508870601654053,3.515604257583618
59278771,0.27318286895751953,0.2704141139984131,0.271775484085083
59078187,3.5252366065979004,3.519291639328003,3.6623892784118652
58844149,16.477676391601562,16.235957384109497,15.375004768371582
58609115,3.7570841312408447,3.8118672370910645,3.797645330429077
58572274,3.4054489135742188,3.251387357711792,3.474400520324707
58392266,3.415666341781616,3.0160844326019287,3.1284987926483154
58333926,10.96178150177002,7.959076404571533,7.8680078983306885
58064701,5.110009670257568,4.87733268737793,6.21052885055542
58055105,10.83627963066101,11.41592288017273,11.96671175956726
58051767,34.66397976875305,32.26697850227356,32.518080949783325
58043002,19.59006094932556,18.882941961288452,19.876381635665894
57943425,5.346837520599365,5.315266847610474,5.279330015182495
57516678,61.99440908432007,65.19643211364746,61.40147089958191
57407973,6.418369770050049,6.005018711090088,6.746692419052124
57397440,4.034977912902832,3.9747393131256104,3.9194562435150146
57326611,19.510982751846313,16.350233554840088,17.40406632423401
56774954,5.309269189834595,5.3162925243377686,5.0952630043029785
56452176,3.194983959197998,3.1879560947418213,3.1833553314208984
56218256,5.956083297729492,5.971909523010254,5.895236492156982
55198221,9.823960542678833,9.544741868972778,8.992471933364868
54811239,5.091092348098755,5.0222649574279785,4.9848952293396
54738769,4.685271501541138,4.078690528869629,4.28547477722168
54282951,9.207562923431396,11.799036741256714,8.93432879447937
54064299,91.84232234954834,97.05017375946045,144.5104353427887
53749895,9.837725162506104,19.41025471687317,9.739078521728516
53700537,4.853167533874512,6.598821401596069,5.01595139503479
52983831,34.41076707839966,40.91886878013611,31.36763858795166
52566823,8.447741746902466,7.678534507751465,8.983769178390503
51930566,6.108898401260376,7.733015060424805,5.848714828491211
51901386,6.295286178588867,8.00611138343811,6.2566845417022705
51749207,42.704131841659546,47.619176387786865,42.813915967941284
51581521,8.994044303894043,11.884708642959595,8.960374593734741
51185079,3.6160855293273926,3.356313467025757,3.709920883178711
50914860,7.189269542694092,11.233402013778687,7.067929744720459
50555434,168.91807198524475,125.43977212905884,118.90916204452515
50338865,6.235039949417114,6.422098875045776,6.468214273452759
50079585,41.898871660232544,45.516923666000366,43.42419719696045
49583466,51.59183621406555,46.219990968704224,44.81739592552185
48976413,13.38597822189331,12.774683237075806,12.175935983657837
48486598,11.412534475326538,10.578153848648071,9.804763078689575
48385830,328.03399872779846,327.4882860183716,331.0276575088501
48251943,6.720501661300659,6.403258323669434,6.238796234130859
48221692,6.090633153915405,6.447254657745361,5.177284002304077
47735201,2257.6444494724274,2099.9812004566193,1953.5657181739807
47704695,8.408007383346558,8.433393478393555,7.740106821060181
47352366,103.3190062046051,97.7625823020935,86.03719115257263
47241622,8.32283616065979,8.226863384246826,7.83547306060791
46995209,43.70202684402466,20.656877517700195,22.859527587890625
46869312,8.336615085601807,8.214542627334595,7.6879448890686035
46642627,38.36415123939514,37.713497161865234,36.873910903930664
46247619,286.50994348526,285.02563977241516,278.2640860080719
45378493,10.376031637191772,9.84945297241211,10.189409017562866
45337371,3.392732858657837,3.2244627475738525,3.286489963531494
44758894,3.471397638320923,3.3894405364990234,3.3586678504943848
44755431,119.89035034179688,106.84424638748169,107.07235312461853
44066044,50.29695129394531,84.34926676750183,43.441977739334106
43055289,5.096667528152466,4.812881231307983,4.97487735748291
42800203,6.942868709564209,6.322510242462158,6.9510955810546875
42514960,5.410860776901245,5.023187875747681,5.406679630279541
42472447,7.402631521224976,5.730746507644653,7.190647602081299
41999686,3.8288276195526123,3.6533524990081787,3.5499894618988037
41823068,8.3565833568573,6.970263481140137,7.104267597198486
41600519,8.350899934768677,7.584488391876221,8.450184345245361
41596619,3.8638298511505127,3.816328287124634,3.7803473472595215
34673164,6.170052528381348,5.513695478439331,6.204833507537842
34311586,3.089918613433838,3.1007626056671143,3.111237049102783
33969059,169.59217190742493,161.77013444900513,176.8545491695404
31880720,15.652092695236206,16.72379422187805,16.177825689315796
31627380,7.35959267616272,6.442543029785156,7.377245664596558
