id,0.1_500_11_tarantula,0.1_500_11_ochiai,0.1_500_11_D_star,0.1_500_11_Op2,0.1_500_11_Barinel,0.1_500_11_time,0.3_500_11_tarantula,0.3_500_11_ochiai,0.3_500_11_D_star,0.3_500_11_Op2,0.3_500_11_Barinel,0.3_500_11_time,0.5_500_11_tarantula,0.5_500_11_ochiai,0.5_500_11_D_star,0.5_500_11_Op2,0.5_500_11_Barinel,0.5_500_11_time,0.7_500_11_tarantula,0.7_500_11_ochiai,0.7_500_11_D_star,0.7_500_11_Op2,0.7_500_11_Barinel,0.7_500_11_time,0.9_500_11_tarantula,0.9_500_11_ochiai,0.9_500_11_D_star,0.9_500_11_Op2,0.9_500_11_Barinel,0.9_500_11_time,0.1_100_11_tarantula,0.1_100_11_ochiai,0.1_100_11_D_star,0.1_100_11_Op2,0.1_100_11_Barinel,0.1_100_11_time,0.1_200_11_tarantula,0.1_200_11_ochiai,0.1_200_11_D_star,0.1_200_11_Op2,0.1_200_11_Barinel,0.1_200_11_time,0.1_1000_11_tarantula,0.1_1000_11_ochiai,0.1_1000_11_D_star,0.1_1000_11_Op2,0.1_1000_11_Barinel,0.1_1000_11_time,0.1_2000_11_tarantula,0.1_2000_11_ochiai,0.1_2000_11_D_star,0.1_2000_11_Op2,0.1_2000_11_Barinel,0.1_2000_11_time
74669249.0,1.0,1.0,1.0,1.0,1.0,17.799405336380005,1.0,1.0,1.0,1.0,1.0,17.6594877243042,1.0,1.0,1.0,1.0,1.0,17.954007148742676,1.0,1.0,1.0,1.0,1.0,17.449384689331055,1.0,1.0,1.0,1.0,1.0,17.8161301612854,1.0,1.0,1.0,1.0,1.0,6.218914031982422,1.0,1.0,1.0,1.0,1.0,9.440575361251831,1.0,1.0,1.0,1.0,1.0,31.893391847610474,1.0,1.0,1.0,1.0,1.0,59.98845052719116
74200607.0,0.0,0.0,0.0,0.0,0.0,11.107986688613892,0.0,0.0,0.0,0.0,0.0,11.119277954101562,0.0,0.0,0.0,0.0,0.0,11.114737272262573,0.0,0.0,0.0,0.0,0.0,11.752716779708862,0.0,0.0,0.0,0.0,0.0,11.12684154510498,0.0,0.0,0.0,0.0,0.0,10.567571640014648,0.0,0.0,0.0,0.0,0.0,10.380189180374146,0.0,0.0,1.0,0.0,0.0,11.691093444824219,0.0,0.0,1.0,0.0,0.0,11.147511959075928
73567385.0,0.0,0.0,0.0,0.0,0.0,1394.89346909523,0.0,0.0,0.0,0.0,0.0,1305.0676338672638,0.0,0.0,0.0,0.0,0.0,1248.1421937942505,0.0,0.0,0.0,0.0,0.0,1181.1258761882782,0.0,0.0,0.0,0.0,0.0,1299.113213300705,0.0,0.0,0.0,0.0,0.0,366.8687901496887,0.0,0.0,0.0,0.0,0.0,588.7115199565887,0.0,0.0,0.0,0.0,0.0,2560.5040607452393,0.0,0.0,0.0,0.0,0.0,4941.851039171219
73308371.0,1.0,1.0,1.0,1.0,1.0,0.15762114524841309,1.0,1.0,1.0,1.0,1.0,0.15568757057189941,1.0,1.0,1.0,1.0,1.0,0.17281150817871094,1.0,1.0,1.0,1.0,1.0,0.203322172164917,1.0,1.0,1.0,1.0,1.0,0.1737964153289795,1.0,1.0,1.0,1.0,1.0,0.1590259075164795,1.0,1.0,1.0,1.0,1.0,0.1775200366973877,1.0,1.0,1.0,1.0,1.0,0.16641712188720703,1.0,1.0,1.0,1.0,1.0,0.17597484588623047
73275569.0,0.0,0.0,0.0,0.0,0.0,18.330807209014893,0.0,0.0,0.0,0.0,0.0,16.3010892868042,0.0,0.0,0.0,0.0,0.0,16.17863440513611,0.0,0.0,0.0,0.0,0.0,16.854103088378906,0.0,0.0,0.0,0.0,0.0,16.527261972427368,0.0,0.0,0.0,0.0,0.0,6.774816274642944,0.0,0.0,0.0,0.0,0.0,9.843518257141113,0.0,0.0,0.0,0.0,0.0,29.077075004577637,0.0,0.0,0.0,0.0,0.0,64.71364235877991
72965428.0,0.0,0.0,0.0,0.0,0.0,283.1043756008148,1.0,1.0,0.0,1.0,1.0,255.09450340270996,0.0,0.0,0.0,0.0,0.0,259.5766911506653,0.0,0.0,0.0,0.0,0.0,271.7112123966217,0.0,0.0,0.0,0.0,0.0,260.87480998039246,0.0,0.0,0.0,0.0,0.0,67.32741141319275,0.0,0.0,0.0,0.0,0.0,110.38789629936218,0.0,0.0,0.0,0.0,0.0,525.3944492340088,0.0,0.0,0.0,0.0,0.0,1129.9150762557983
72802464.0,0.0,0.0,0.0,0.0,0.0,130.39703917503357,0.0,0.0,0.0,0.0,0.0,129.63495421409607,0.0,0.0,0.0,0.0,0.0,131.98405051231384,0.0,0.0,0.0,0.0,0.0,137.04076600074768,0.0,0.0,0.0,0.0,0.0,137.4797146320343,0.0,0.0,0.0,0.0,0.0,32.725099325180054,0.0,0.0,0.0,0.0,0.0,62.42144465446472,0.0,0.0,0.0,0.0,0.0,187.68545055389404,0.0,0.0,0.0,0.0,0.0,299.97123408317566
72744278.0,0.0,0.0,0.0,0.0,0.0,2.423185348510742,0.0,0.0,0.0,0.0,0.0,2.424363136291504,0.0,0.0,0.0,0.0,0.0,2.351184606552124,0.0,0.0,0.0,0.0,0.0,2.612833261489868,0.0,0.0,0.0,0.0,0.0,2.4251177310943604,0.0,0.0,0.0,0.0,0.0,0.7683091163635254,0.0,0.0,0.0,0.0,0.0,1.2799897193908691,0.0,0.0,0.0,0.0,0.0,4.772129535675049,0.0,0.0,0.0,0.0,0.0,9.7564115524292
72676542.0,0.0,1.0,1.0,1.0,0.0,8.6538667678833,0.0,1.0,1.0,1.0,1.0,7.752823114395142,0.0,1.0,1.0,1.0,1.0,7.959136486053467,0.0,1.0,0.0,1.0,1.0,8.137467622756958,0.0,0.0,0.0,0.0,0.0,8.002267599105835,0.0,1.0,1.0,1.0,0.0,2.3806378841400146,0.0,1.0,1.0,1.0,0.0,3.3899309635162354,0.0,1.0,1.0,1.0,0.0,16.278207302093506,0.0,1.0,1.0,1.0,0.0,32.226224422454834
71715697.0,0.0,0.0,0.0,0.0,0.0,22.527870416641235,0.0,0.0,0.0,0.0,0.0,22.459290981292725,0.0,0.0,0.0,0.0,0.0,22.709431171417236,0.0,0.0,0.0,0.0,0.0,23.12887978553772,0.0,0.0,0.0,0.0,0.0,23.29423689842224,0.0,0.0,0.0,0.0,0.0,6.987776517868042,0.0,0.0,0.0,0.0,0.0,10.853322982788086,0.0,0.0,0.0,0.0,0.0,40.5134596824646,0.0,0.0,0.0,0.0,0.0,72.5263249874115
70650848.0,0.0,1.0,1.0,1.0,0.0,0.13056564331054688,0.0,1.0,1.0,1.0,0.0,0.12606501579284668,0.0,1.0,1.0,1.0,0.0,0.13063335418701172,1.0,1.0,0.0,0.0,1.0,0.1314849853515625,0.0,0.0,0.0,0.0,0.0,0.13148999214172363,0.0,1.0,1.0,1.0,0.0,0.1282365322113037,0.0,1.0,1.0,1.0,0.0,0.13590550422668457,0.0,1.0,1.0,1.0,0.0,0.12784409523010254,0.0,1.0,1.0,1.0,0.0,0.14199447631835938
